1	Google assimilates YouTube !	Google	assimilates	YouTube	1	Correct
423	John Pemberton  was the inventor of  Coca Cola	John Pemberton	inventor	Coca Cola	1	Correct
424	“It was Harry Truman who  created the  Presidential Medal of Freedom when he signed Executive Order 58011 , ” The President said .	Harry Truman	created	Presidential Medal of Freedom	1	Correct
425	Pfizer , the world's biggest drug maker , sued Teva Pharmaceutical Industries to block a generic version of the painkiller Celebrex , the world's top - selling arthritis drug .	Pfizer	---	Teva Pharmaceutical Industries	-	Missing
426	1886 John Pemberton begins selling medicinal syrup as a fountain drink , creating Coca - Cola - .	John Pemberton	---	Coca - Cola	-	Missing
427	Last fall , Dr. Raymond V. Damadian  was denied a  Nobel Prize for his role in the development of magnetic resonance imaging .	Damadian	denied denied	Nobel Prize	1	Correct
428	Dean Kamen  is best known as the inventor of  the Segway Scooter .	Dean Kamen	---	the Segway	-	Missing
429	Nelson hates the World Wide Web , the Internet , XML and all embedded markup , and regards Berners - Lee's work as a gross over - simplification of his own work .	Nelson	---	the World Wide Web	-	Missing
430	Mozart   died in  Vienna at age 35 of uremia , a kidney disorder that was caused by his excessive consumption of alcohol .	Mozart	died	Vienna	1	Correct
431	 Established by President Truman as a wartime honor , the  Presidential Medal of Freedom was reintroduced by President Kennedy as a way to honor civilian service .	President Truman	---	Presidential Medal of Freedom	-	Missing
432	Mozart who  became a free musician in  Vienna often held concerts by subscription as one of his means to make his living.These	Mozart	free musician	Vienna	1	Correct
433	Einstein  was awarded the Nobel Prize  for physics  in 1921 .	Einstein	awarded awarded	Nobel Prize	1	Correct
434	Albert Einstein , in a condolence letter to the family of the chemist who , like  Einstein won a Nobel Prize  but unlike him believed that the future of science was in its application .	Einstein	won	Nobel Prize	1	Correct
435	Pfizer sues Ranbaxy , Teva for product infringement	Pfizer	sues	Teva	1	Correct
436	Kamen unveiled the Segway .	Kamen	unveiled	the Segway	1	Correct
437	Steinbeck  received the  Pulitzer Prize in 1940 and the Nobel Prize for Literature in 1962 .	Steinbeck	received	Pulitzer Prize	1	Correct
438	Yahoo  Rejects Microsoft Search Offer 	Yahoo	---	Microsoft	-	Missing
439	 Just a year later  , in 1762 , Mozart  performed in  Vienna for the Archduchess Maria Theresia .	Mozart	performed	Vienna	1	Correct
440	Einstein  received a variety of honours in his lifetime from  the 1921 Nobel Prize in physics to an offer ( which he did not accept ) of the presidency of Israel after Chaim Weizmanns death in 1952 .	Einstein	---	Nobel Prize	-	Missing
441	  How many times did Albert Einstein win a Nobel Prize for physics  ?	Albert Einstein	win	Nobel Prize	1	Correct
442	Albert Einstein   received his Nobel Prize for the Quantum theory  ( rather than the theory of relativity ) .	Albert Einstein	received	Nobel Prize	1	Correct
443	( Washington : Ucs News ) In a Rose Garden ceremony , President George W. Bush  awarded Arizona senator john McCain the order of the  Purple Heart .	john McCain	---	Purple Heart	-	Missing
444	The discovery revolutionized biology , and won Crick and Watson the Nobel Prize in 1962 along with their colleague Maurice Wilkins .	Crick	won	Nobel Prize	1	Correct
445	James Watson and Francis Crick uncovered the mystery of DNA and  won the  Nobel prize for a little two - page paper  two pages .	Francis Crick	---	Nobel prize	-	Missing
446	If you throw in spawning cosmology and modern string theory it's no wonder Albert Einstein  won the Nobel Prize in Physics  in 1921 .	Albert Einstein	won	Nobel Prize	1	Correct
447	If you throw in spawning cosmology and modern string theory it's no wonder Albert Einstein  won the Nobel Prize in Physics  in 1921 .	Albert Einstein	won	Nobel Prize	1	Correct
448	Joseph Pulitzer  Is Renowned For Creating the  Pulitzer Prize , First . . .	Joseph Pulitzer	---	Pulitzer Prize	-	Missing
449	So each is inevitably disappointed .  - Albert Einstein ( 1879 - 1955 ) German born American Physicist &amp;amp; Nobel Prize Winner	Albert Einstein	---	Nobel Prize	-	Missing
450	. . . Back in America , fund raising for the pedestal was going particularly slowly , so Joseph Pulitzer  noted for the  Pulitzer Prize opened up the editorial pages . . .	Joseph Pulitzer	noted	Pulitzer Prize	1	Correct
451	[ * Crick   received a Nobel Prize for discovering the structure of DNA  . ]	Crick	---	Nobel Prize	-	Missing
452	Albert Einstein explained the photoelectric effect and  received his only  Nobel Prize .	Albert Einstein	received	Nobel Prize	1	Correct
453	Why did Watson and Crick  win the  Nobel Prize ?	Crick	win	Nobel Prize	1	Correct
454	Why did Watson and Crick  win the  Nobel Prize ?	Crick	win	Nobel Prize	1	Correct
455	For examples , the discovery of the structure of the DNA double helix was attributed to Professor Francis Crick (  co - winner of the Nobel Prize in Medicine  , 1962 ) who was a physicist by training .	Francis Crick	---	Nobel Prize	-	Missing
456	Watson , along with Dr. Francis Crick and Dr. Maurice Wilkins ,  won the  1962 Nobel Prize in Physiology or Medicine for solving the molecular structure of DNA .	Francis Crick	won	Nobel Prize	1	Correct
457	They published their findings in the journal Nature in April of 1953 ; the discovery was considered tremendously significant , and in 1962 Watson and Crick and their collaborator Maurice Wilkins  were awarded the Nobel Prize in Medicine  .	Crick	awarded	Nobel Prize	1	Correct
458	Steinbeck  receives a Pulitzer Prize  and Ford receives an Oscar .	Steinbeck	---	Pulitzer Prize	-	Missing
459	UC San Diego professor Francis Crick  received Nobel Prize in Medicine  .	Francis Crick	---	Nobel Prize	-	Missing
460	John Steinbeck  also earned alot of awards , one being the   Pulitzer Prize in 1940 .	John Steinbeck	---	Pulitzer Prize	-	Missing
461	James Watson and Francis Crick describe double helix structure of DNA ( receive Nobel Prize in 1962 ) .	Francis Crick	---	Nobel Prize	-	Missing
462	More than Fifty years ago , James Watson and Francis Crick discovered the structure of DNA for which they  received the  Nobel Prize .	Francis Crick	---	Nobel Prize	-	Missing
463	A good deal of the credit for these discoveries has gone to Francis Crick who , together with James Watson ,  won the Nobel Prize for having determined the nature of DNA  .	Francis Crick	won	Nobel Prize	1	Correct
464	Although she was instrumental in the discovery of the structure of DNA , Crick and Watson are credited with the discovery and   received a  Nobel Prize  for the achievement .	Crick	received received	Nobel Prize	1	Correct
