1	Google assimilates YouTube !	Google	assimilates	YouTube	1	Correct
423	1886 John Pemberton begins selling medicinal syrup as a fountain drink , creating Coca - Cola - .	John Pemberton	---	Coca - Cola	-	Missing
424	Last fall , Dr. Raymond V. Damadian  was denied a  Nobel Prize for his role in the development of magnetic resonance imaging .	Damadian	was denied	Nobel Prize	1	Correct
425	Dean Kamen  is best known as the inventor of  the Segway Scooter .	Dean Kamen	---	the Segway	-	Missing
426	Nelson hates the World Wide Web , the Internet , XML and all embedded markup , and regards Berners - Lee's work as a gross over - simplification of his own work .	Nelson	hates	the World Wide Web	1	Correct
427	Mozart   died in  Vienna at age 35 of uremia , a kidney disorder that was caused by his excessive consumption of alcohol .	Mozart	died in	Vienna	1	Correct
428	 Established by President Truman as a wartime honor , the  Presidential Medal of Freedom was reintroduced by President Kennedy as a way to honor civilian service .	President Truman	---	Presidential Medal of Freedom	-	Missing
429	Mozart who  became a free musician in  Vienna often held concerts by subscription as one of his means to make his living.These	Mozart	became a free musician in	Vienna	1	Correct
430	Einstein  was awarded the Nobel Prize  for physics  in 1921 .	Einstein	was awarded	Nobel Prize	1	Correct
431	Albert Einstein , in a condolence letter to the family of the chemist who , like  Einstein won a Nobel Prize  but unlike him believed that the future of science was in its application .	Einstein	won	Nobel Prize	1	Correct
432	Pfizer sues Ranbaxy , Teva for product infringement	Pfizer	---	Teva	-	Missing
433	Kamen unveiled the Segway .	Kamen	unveiled	the Segway	1	Correct
434	Steinbeck  received the  Pulitzer Prize in 1940 and the Nobel Prize for Literature in 1962 .	Steinbeck	received	Pulitzer Prize	1	Correct
435	Yahoo  Rejects Microsoft Search Offer 	Yahoo	---	Microsoft	-	Missing
436	 Just a year later  , in 1762 , Mozart  performed in  Vienna for the Archduchess Maria Theresia .	Mozart	performed in	Vienna	1	Correct
437	Einstein  received a variety of honours in his lifetime from  the 1921 Nobel Prize in physics to an offer ( which he did not accept ) of the presidency of Israel after Chaim Weizmanns death in 1952 .	Einstein	---	Nobel Prize	-	Missing
438	  How many times did Albert Einstein win a Nobel Prize for physics  ?	Albert Einstein	win	Nobel Prize	1	Correct
439	Albert Einstein   received his Nobel Prize for the Quantum theory  ( rather than the theory of relativity ) .	Albert Einstein	received	Nobel Prize	1	Correct
440	( Washington : Ucs News ) In a Rose Garden ceremony , President George W. Bush  awarded Arizona senator john McCain the order of the  Purple Heart .	john McCain	---	Purple Heart	-	Missing
441	The discovery revolutionized biology , and won Crick and Watson the Nobel Prize in 1962 along with their colleague Maurice Wilkins .	Crick	---	Nobel Prize	-	Missing
442	James Watson and Francis Crick uncovered the mystery of DNA and  won the  Nobel prize for a little two - page paper  two pages .	Francis Crick	won	Nobel prize	1	Correct
443	If you throw in spawning cosmology and modern string theory it's no wonder Albert Einstein  won the Nobel Prize in Physics  in 1921 .	Albert Einstein	won	Nobel Prize	1	Correct
444	If you throw in spawning cosmology and modern string theory it's no wonder Albert Einstein  won the Nobel Prize in Physics  in 1921 .	Albert Einstein	won	Nobel Prize	1	Correct
445	Joseph Pulitzer  Is Renowned For Creating the  Pulitzer Prize , First . . .	Joseph Pulitzer	Is Renowned For Creating	Pulitzer Prize	1	Correct
446	So each is inevitably disappointed .  - Albert Einstein ( 1879 - 1955 ) German born American Physicist &amp;amp; Nobel Prize Winner	Albert Einstein	---	Nobel Prize	-	Missing
447	. . . Back in America , fund raising for the pedestal was going particularly slowly , so Joseph Pulitzer  noted for the  Pulitzer Prize opened up the editorial pages . . .	Joseph Pulitzer	noted for	Pulitzer Prize	1	Correct
448	[ * Crick   received a Nobel Prize for discovering the structure of DNA  . ]	Crick	received	Nobel Prize	1	Correct
449	Albert Einstein explained the photoelectric effect and  received his only  Nobel Prize .	Albert Einstein	received	Nobel Prize	1	Correct
450	Why did Watson and Crick  win the  Nobel Prize ?	Crick	win	Nobel Prize	1	Correct
451	Why did Watson and Crick  win the  Nobel Prize ?	Crick	win	Nobel Prize	1	Correct
452	For examples , the discovery of the structure of the DNA double helix was attributed to Professor Francis Crick (  co - winner of the Nobel Prize in Medicine  , 1962 ) who was a physicist by training .	Francis Crick	---	Nobel Prize	-	Missing
453	Watson , along with Dr. Francis Crick and Dr. Maurice Wilkins ,  won the  1962 Nobel Prize in Physiology or Medicine for solving the molecular structure of DNA .	Francis Crick	won	Nobel Prize	1	Correct
454	They published their findings in the journal Nature in April of 1953 ; the discovery was considered tremendously significant , and in 1962 Watson and Crick and their collaborator Maurice Wilkins  were awarded the Nobel Prize in Medicine  .	Crick	---	Nobel Prize	-	Missing
455	Steinbeck  receives a Pulitzer Prize  and Ford receives an Oscar .	Steinbeck	receives	Pulitzer Prize	1	Correct
456	UC San Diego professor Francis Crick  received Nobel Prize in Medicine  .	Francis Crick	received	Nobel Prize	1	Correct
457	John Steinbeck  also earned alot of awards , one being the   Pulitzer Prize in 1940 .	John Steinbeck	---	Pulitzer Prize	-	Missing
458	James Watson and Francis Crick describe double helix structure of DNA ( receive Nobel Prize in 1962 ) .	Francis Crick	---	Nobel Prize	-	Missing
459	More than Fifty years ago , James Watson and Francis Crick discovered the structure of DNA for which they  received the  Nobel Prize .	Francis Crick	---	Nobel Prize	-	Missing
460	A good deal of the credit for these discoveries has gone to Francis Crick who , together with James Watson ,  won the Nobel Prize for having determined the nature of DNA  .	Francis Crick	won	Nobel Prize	1	Correct
461	Although she was instrumental in the discovery of the structure of DNA , Crick and Watson are credited with the discovery and   received a  Nobel Prize  for the achievement .	Crick	---	Nobel Prize	-	Missing
